qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,phishing
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0
2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0
3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,82,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,80,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1
2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,40,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1
3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40,1
3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,70,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,47,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1
1,31,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,112,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0
2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,229,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
12,2,0,3,1,10,0,8,0,0,0,0,0,0,0,0,0,1,228,1
4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0
1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
6,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,116,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
14,0,0,4,1,6,0,10,0,0,0,0,0,0,0,0,0,1,262,1
2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
2,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,62,1
2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1
4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0
2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1
2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1
2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0
2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,1
2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,53,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,0
2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,50,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1
4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0
2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,2,93,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1
3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0
5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1
3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,1
5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,105,1
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,1
1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,58,1
1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1
3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1
1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,1
2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,16,1,83,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1
2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1
1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1
2,12,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,340,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,118,1
3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
1,0,1,10,0,3,0,2,0,0,0,0,0,0,0,0,0,1,201,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1
2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1
2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,60,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
5,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,13,3,237,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
5,4,0,7,1,4,0,2,0,0,0,0,0,0,0,0,0,2,169,1
3,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1
4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,1
3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,1
2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,46,1
5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59,0
6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
3,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,110,1
2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,1
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1
2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1
2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1
2,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,67,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,118,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
2,1,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1,242,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1
3,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
6,4,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,175,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1
2,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,148,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
